dest,week,mean_weekly_dest_delay
ACY,44,-2.9523809523809526
ACY,45,-1.9469026548672566
ACY,46,10.15625
ACY,47,-2.1142857142857143
ACY,48,5.470588235294118
ACY,49,-3.2442748091603053
ACY,50,-4.5
ACY,51,3.5114503816793894
ACY,52,6.543478260869565
ADK,1,2.6666666666666665
ADK,2,-35.75
ADK,3,-35.0
ADK,4,-34.75
ADK,5,-1.0
ADK,6,-17.25
ADK,7,-15.0
ADK,8,-0.25
ADK,9,-1.5
ADK,10,7.0
ADK,11,9.5
ADK,12,2.5
ADK,13,-21.75
ADK,14,-28.5
ADK,15,-23.75
ADK,16,-3.0
ADK,17,-20.0
ADK,18,-16.75
ADK,19,-15.25
ADK,20,-24.75
ADK,21,-28.5
ADK,22,-23.5
ADK,23,1.75
ADK,24,-6.25
ADK,25,-33.333333333333336
ADK,26,-11.0
ADK,27,-13.0
ADK,28,-11.5
ADK,29,-4.0
ADK,30,-15.0
ADK,31,46.5
ADK,32,22.25
ADK,33,-12.25
ADK,34,8.75
ADK,35,-5.666666666666667
ADK,36,-16.75
ADK,37,-7.75
ADK,38,-1.25
ADK,39,-3.75
ADK,40,-6.333333333333333
ADK,41,12.25
ADK,42,2.0
ADK,43,-5.0
ADK,44,-6.75
ADK,45,-18.75
ADK,46,-4.5
ADK,47,-20.25
ADK,48,15.0
ADK,49,-8.5
ADK,50,-12.0
ADK,51,33.333333333333336
ADK,52,5.5
ADQ,1,3.9615384615384617
ADQ,2,-2.0833333333333335
ADQ,3,-5.695652173913044
ADQ,4,2.9545454545454546
ADQ,5,7.0
ADQ,6,0.8333333333333334
ADQ,7,-5.045454545454546
ADQ,8,-3.6666666666666665
ADQ,9,-5.478260869565218
ADQ,10,-3.4782608695652173
ADQ,11,-4.086956521739131
ADQ,12,-1.2083333333333333
ADQ,13,-8.958333333333334
ADQ,14,-5.5
ADQ,15,-6.708333333333333
ADQ,16,1.6521739130434783
ADQ,17,-1.7826086956521738
ADQ,18,-3.16
ADQ,19,4.791666666666667
ADQ,20,-2.72
ADQ,21,-0.19230769230769232
ADQ,22,-3.1923076923076925
ADQ,23,-2.6538461538461537
ADQ,24,-0.8076923076923077
ADQ,25,3.24
ADQ,26,-0.3333333333333333
ADQ,27,2.0833333333333335
ADQ,28,2.44
ADQ,29,-4.346153846153846
ADQ,30,1.76
ADQ,31,-5.92
ADQ,32,-6.0
ADQ,33,0.84
ADQ,34,0.9230769230769231
ADQ,35,1.5416666666666667
ADQ,36,-7.666666666666667
ADQ,37,-3.782608695652174
ADQ,38,-3.7083333333333335
ADQ,39,-0.8260869565217391
ADQ,40,-5.136363636363637
ADQ,41,-0.047619047619047616
ADQ,42,5.083333333333333
ADQ,43,10.095238095238095
ADQ,44,4.956521739130435
ADQ,45,7.857142857142857
ADQ,46,2.3043478260869565
ADQ,47,-1.6818181818181819
ADQ,48,1.2727272727272727
ADQ,49,-2.0476190476190474
ADQ,50,2.727272727272727
ADQ,51,10.045454545454545
ADQ,52,-2.9444444444444446
AEX,1,2.3140495867768593
AEX,2,3.4869565217391303
AEX,3,-1.4862385321100917
AEX,4,-1.9243697478991597
AEX,5,-6.6923076923076925
AEX,6,4.579831932773109
AEX,7,2.3949579831932772
AEX,8,13.902439024390244
AEX,9,0.9765625
AEX,10,3.1503759398496243
AEX,11,0.24615384615384617
AEX,12,-1.8015267175572518
AEX,13,13.112
AEX,14,3.9761904761904763
AEX,15,4.81203007518797
AEX,16,-1.2945736434108528
AEX,17,-1.1578947368421053
AEX,18,2.198473282442748
AEX,19,2.832
AEX,20,1.2846153846153847
AEX,21,0.9296875
AEX,22,5.2706766917293235
AEX,23,4.515873015873016
AEX,24,13.844262295081966
AEX,25,10.346456692913385
AEX,26,22.76984126984127
AEX,27,6.336538461538462
AEX,28,10.48
AEX,29,9.71875
AEX,30,1.565891472868217
AEX,31,6.551181102362205
AEX,32,7.28125
AEX,33,5.782945736434108
AEX,34,0.7441860465116279
AEX,35,1.7094017094017093
AEX,36,0.48360655737704916
AEX,37,4.126865671641791
AEX,38,4.550387596899225
AEX,39,0.3582089552238806
AEX,40,-4.860294117647059
AEX,41,0.2824427480916031
AEX,42,7.014814814814815
AEX,43,1.1068702290076335
AEX,44,11.418803418803419
AEX,45,1.8181818181818181
AEX,46,4.91044776119403
AEX,47,4.333333333333333
AEX,48,-1.92
AEX,49,0.39097744360902253
AEX,50,0.48484848484848486
AEX,51,6.087301587301587
AEX,52,13.235849056603774
AGS,1,1.7722772277227723
AGS,2,11.248587570621469
AGS,3,8.383233532934131
AGS,4,0.651685393258427
AGS,5,-0.6820809248554913
AGS,6,9.25
AGS,7,11.061452513966481
AGS,8,12.492063492063492
AGS,9,7.260204081632653
AGS,10,4.603864734299517
AGS,11,6.096153846153846
AGS,12,5.014354066985646
AGS,13,-1.0239234449760766
AGS,14,9.295719844357977
AGS,15,17.84132841328413
AGS,16,3.2451923076923075
AGS,17,1.0904522613065326
AGS,18,2.8606965174129355
AGS,19,3.9402985074626864
AGS,20,5.794258373205742
AGS,21,2.1601941747572817
AGS,22,13.328502415458937
AGS,23,10.171717171717171
AGS,24,19.805263157894736
AGS,25,18.25130890052356
AGS,26,14.974226804123711
AGS,27,3.6094674556213016
AGS,28,8.328358208955224
AGS,29,19.626262626262626
AGS,30,8.592783505154639
AGS,31,25.223350253807105
AGS,32,12.355
AGS,33,6.985148514851486
AGS,34,4.265
AGS,35,2.8481675392670156
AGS,36,-1.335164835164835
AGS,37,1.4491978609625669
AGS,38,-2.1421319796954315
AGS,39,5.923469387755102
AGS,40,-1.2857142857142858
AGS,41,3.3210526315789473
AGS,42,2.4771573604060912
AGS,43,0.7068062827225131
AGS,44,4.347058823529411
AGS,45,7.298429319371728
AGS,46,10.517948717948718
AGS,47,-2.0785340314136125
AGS,48,-3.6793478260869565
AGS,49,-4.149171270718232
AGS,50,-3.9722222222222223
AGS,51,6.2356020942408374
AGS,52,13.412429378531073
AKN,22,-11.0
AKN,23,0.09090909090909091
AKN,24,8.285714285714286
AKN,25,0.7857142857142857
AKN,26,-2.2857142857142856
AKN,27,-6.071428571428571
AKN,28,-0.07142857142857142
AKN,29,-5.428571428571429
AKN,30,-8.857142857142858
AKN,31,-4.769230769230769
AKN,32,-5.0
ALB,1,13.953030303030303
ALB,2,8.256366723259763
ALB,3,8.802197802197803
ALB,4,4.581632653061225
ALB,5,12.229422066549912
ALB,6,5.714529914529915
ALB,7,7.652613827993255
ALB,8,9.462639109697934
ALB,9,8.367380560131796
ALB,10,9.931297709923664
ALB,11,3.9825834542815675
ALB,12,3.847058823529412
ALB,13,-1.130801687763713
ALB,14,8.09645390070922
ALB,15,10.522189349112425
ALB,16,8.113737075332349
ALB,17,3.180494905385735
ALB,18,5.4375917767988255
ALB,19,6.379710144927536
ALB,20,13.531065088757396
ALB,21,7.503759398496241
ALB,22,11.045180722891565
ALB,23,8.386764705882353
ALB,24,7.589705882352941
ALB,25,16.330815709969787
ALB,26,14.19202363367799
ALB,27,11.10909090909091
ALB,28,9.24179104477612
ALB,29,24.384146341463413
ALB,30,13.519938650306749
ALB,31,14.931506849315069
ALB,32,16.006182380216384
ALB,33,13.36923076923077
ALB,34,11.571865443425077
ALB,35,4.785488958990536
ALB,36,7.823529411764706
ALB,37,5.3275316455696204
ALB,38,0.3696682464454976
ALB,39,3.884430176565008
ALB,40,5.292424242424242
ALB,41,3.7459138187221397
ALB,42,5.622388059701493
ALB,43,0.4332833583208396
ALB,44,4.24191063174114
ALB,45,5.1386430678466075
ALB,46,10.780821917808218
ALB,47,3.2663622526636225
ALB,48,12.61437908496732
ALB,49,8.085346215780998
ALB,50,10.348228043143298
ALB,51,13.024844720496894
ALB,52,5.933977455716586
ALO,1,29.96551724137931
ALO,2,-1.1666666666666667
ALO,3,9.782608695652174
ALO,4,14.708333333333334
ALO,5,13.058823529411764
ALO,6,32.294117647058826
ALO,7,22.666666666666668
ALO,8,11.043478260869565
ALO,9,-0.18518518518518517
ALO,10,-4.846153846153846
ALO,11,-0.19230769230769232
ALO,12,-0.1111111111111111
ALO,13,-3.037037037037037
ALO,14,3.4444444444444446
ALO,15,19.64
ALO,16,-3.8518518518518516
ALO,17,-2.576923076923077
ALO,18,4.115384615384615
ALO,19,3.2962962962962963
ALO,20,9.115384615384615
ALO,21,2.740740740740741
ALO,22,12.592592592592593
ALO,23,7.68
ALO,24,7.461538461538462
ALO,25,14.166666666666666
ALO,26,31.083333333333332
ALO,27,-4.869565217391305
ALO,28,5.888888888888889
ALO,29,16.0
ALO,30,-1.5925925925925926
ALO,31,11.88888888888889
ALO,32,6.461538461538462
ALO,33,20.64
ALO,34,3.28
ALO,35,17.346153846153847
ALO,36,3.28
ALO,37,8.346153846153847
ALO,38,5.576923076923077
ALO,39,13.333333333333334
ALO,40,14.923076923076923
ALO,41,0.38461538461538464
ALO,42,-3.6538461538461537
ALO,43,-5.384615384615385
ALO,44,14.153846153846153
ALO,45,6.038461538461538
ALO,46,9.708333333333334
ALO,47,-6.32
ALO,48,31.16
ALO,49,6.8076923076923075
ALO,50,-2.0
ALO,51,1.75
ALO,52,-0.37037037037037035
ALW,1,10.911111111111111
ALW,2,14.481481481481481
ALW,3,-1.9696969696969697
ALW,4,0.3333333333333333
ALW,5,-0.8387096774193549
ALW,6,2.1724137931034484
ALW,7,9.928571428571429
ALW,8,3.4242424242424243
ALW,9,0.8064516129032258
ALW,10,6.166666666666667
ALW,11,-1.5142857142857142
ALW,12,3.638888888888889
ALW,13,-0.16666666666666666
ALW,14,-1.1388888888888888
ALW,15,7.514285714285714
ALW,16,-2.4285714285714284
ALW,17,-3.861111111111111
ALW,18,-0.08333333333333333
ALW,19,-1.542857142857143
ALW,20,2.3055555555555554
ALW,21,-2.0
ALW,22,1.3055555555555556
ALW,23,0.0
ALW,24,14.416666666666666
ALW,25,9.5
ALW,26,-1.0
ALW,27,1.6857142857142857
ALW,28,2.4
ALW,29,-0.3142857142857143
ALW,30,3.8055555555555554
ALW,31,3.121212121212121
ALW,32,17.714285714285715
ALW,33,15.147058823529411
ALW,34,11.542857142857143
ALW,35,9.5
ALW,36,3.09375
ALW,37,3.5714285714285716
ALW,38,-1.903225806451613
ALW,39,-2.2903225806451615
ALW,40,6.032258064516129
ALW,41,9.1875
ALW,42,8.96774193548387
ALW,43,18.8125
ALW,44,0.03125
ALW,45,-2.4571428571428573
ALW,46,-1.1666666666666667
ALW,47,6.538461538461538
ALW,48,4.911764705882353
ALW,49,7.3
ALW,50,1.7714285714285714
ALW,51,19.72222222222222
ALW,52,10.083333333333334
AMA,1,8.558823529411764
AMA,2,6.381188118811881
AMA,3,0.9651741293532339
AMA,4,-2.8564593301435406
AMA,5,-1.058252427184466
AMA,6,12.197115384615385
AMA,7,6.763285024154589
AMA,8,22.02857142857143
AMA,9,10.20754716981132
AMA,10,4.622119815668203
AMA,11,14.266331658291458
AMA,12,0.46788990825688076
AMA,13,3.2816901408450705
AMA,14,7.347222222222222
AMA,15,8.129464285714286
AMA,16,7.177777777777778
AMA,17,0.6724890829694323
AMA,18,12.653153153153154
AMA,19,11.779735682819384
AMA,20,9.122881355932204
AMA,21,6.390134529147982
AMA,22,11.956331877729257
AMA,23,18.639130434782608
AMA,24,13.378260869565217
AMA,25,21.38961038961039
AMA,26,6.648305084745763
AMA,27,14.888349514563107
AMA,28,10.155844155844155
AMA,29,6.624472573839663
AMA,30,9.80084745762712
AMA,31,13.106382978723405
AMA,32,12.9915611814346
AMA,33,13.093617021276597
AMA,34,3.4188034188034186
AMA,35,2.635135135135135
AMA,36,4.891774891774892
AMA,37,1.923728813559322
AMA,38,4.417391304347826
AMA,39,6.635593220338983
AMA,40,0.8162393162393162
AMA,41,16.611607142857142
AMA,42,5.904347826086957
AMA,43,16.68609865470852
AMA,44,6.3122171945701355
AMA,45,9.655172413793103
AMA,46,7.5702127659574465
AMA,47,4.899122807017544
AMA,48,24.572727272727274
AMA,49,6.420353982300885
AMA,50,13.880733944954128
AMA,51,18.275229357798164
AMA,52,20.044444444444444
ANC,1,-4.365633074935401
ANC,2,-4.72093023255814
ANC,3,-13.38961038961039
ANC,4,-4.107925801011804
ANC,5,-4.576470588235294
ANC,6,8.141156462585034
ANC,7,3.3429054054054053
ANC,8,5.585284280936455
ANC,9,-3.4761904761904763
ANC,10,-7.230392156862745
ANC,11,-2.6126543209876543
ANC,12,-5.85891472868217
ANC,13,-6.5581761006289305
ANC,14,-7.035714285714286
ANC,15,-2.6009463722397475
ANC,16,-2.06436420722135
ANC,17,0.2259083728278041
ANC,18,1.8998459167950694
ANC,19,0.6467236467236467
ANC,20,-3.7108938547486034
ANC,21,-1.899070385126162
ANC,22,-4.4535315985130115
ANC,23,-2.536231884057971
ANC,24,1.7317073170731707
ANC,25,-3.192794547224927
ANC,26,-0.3694817658349328
ANC,27,-5.014367816091954
ANC,28,1.6084905660377358
ANC,29,0.23867924528301887
ANC,30,-4.382352941176471
ANC,31,0.790521327014218
ANC,32,2.787907869481766
ANC,33,3.470817120622568
ANC,34,7.434871794871795
ANC,35,3.020501138952164
ANC,36,-6.42041312272175
ANC,37,-4.829236739974127
ANC,38,-2.5434782608695654
ANC,39,1.976056338028169
ANC,40,-6.08854961832061
ANC,41,-0.6597774244833068
ANC,42,-6.715909090909091
ANC,43,-0.8764415156507414
ANC,44,-3.101160862354892
ANC,45,-3.6146010186757214
ANC,46,-4.869918699186992
ANC,47,-1.8894389438943895
ANC,48,2.8034188034188032
ANC,49,-7.963333333333333
ANC,50,-6.14527027027027
ANC,51,0.411214953271028
ANC,52,0.428125
APN,1,-7.653846153846154
APN,2,18.61904761904762
APN,3,32.125
APN,4,-11.777777777777779
APN,5,14.894736842105264
APN,6,39.357142857142854
APN,7,-4.285714285714286
APN,8,-17.714285714285715
APN,9,26.666666666666668
APN,10,4.428571428571429
APN,11,15.583333333333334
APN,12,-18.625
APN,13,19.125
APN,14,-1.0
APN,15,-3.888888888888889
APN,16,30.08695652173913
APN,17,-8.458333333333334
APN,18,-0.625
APN,19,-1.0416666666666667
APN,20,0.2727272727272727
APN,21,-4.869565217391305
APN,22,-5.0
APN,23,-1.5833333333333333
APN,24,-5.0
APN,25,-5.75
APN,26,-8.541666666666666
APN,27,-1.173913043478261
APN,28,3.652173913043478
APN,29,-0.20833333333333334
APN,30,-1.4583333333333333
APN,31,3.7916666666666665
APN,32,-4.875
APN,33,5.375
APN,34,-4.625
APN,35,-10.833333333333334
APN,36,-15.125
APN,37,-3.7916666666666665
APN,38,-5.541666666666667
APN,39,-4.125
APN,40,-7.666666666666667
APN,41,-5.166666666666667
APN,42,-8.434782608695652
APN,43,5.666666666666667
APN,44,-17.583333333333332
APN,45,44.86363636363637
APN,46,11.181818181818182
APN,47,-4.173913043478261
APN,48,-8.409090909090908
APN,49,22.791666666666668
APN,50,38.083333333333336
APN,51,15.590909090909092
APN,52,-25.454545454545453
ART,1,16.36
ART,2,8.636363636363637
ART,3,-4.666666666666667
ART,4,1.0
ART,5,-8.8
ART,6,9.869565217391305
ART,7,-5.260869565217392
ART,8,25.095238095238095
ART,9,5.904761904761905
ART,10,4.238095238095238
ART,11,8.115384615384615
ART,12,1.5833333333333333
ART,13,1.4230769230769231
ART,14,3.5
ART,15,12.045454545454545
ART,16,15.5
ART,17,1.4166666666666667
ART,18,-0.6296296296296297
ART,19,-4.6
ART,20,2.1153846153846154
ART,21,5.16
ART,22,28.2
ART,23,4.222222222222222
ART,24,2.925925925925926
ART,25,15.76923076923077
ART,26,4.62962962962963
