origin,week,mean_weekly_origin_delay
ABI,28,15.385542168674698
ABI,29,0.8089887640449438
ABI,30,-0.5955056179775281
ABI,31,8.98876404494382
ABI,32,-0.6206896551724138
ABI,33,14.701149425287356
ABI,34,4.3977272727272725
ABI,35,8.329268292682928
ABI,36,-3.223529411764706
ABI,37,-0.8372093023255814
ABI,38,-2.7261904761904763
ABI,39,2.6470588235294117
ABI,40,-2.8255813953488373
ABI,41,16.30952380952381
ABI,42,-0.5977011494252874
ABI,43,9.023809523809524
ABI,44,1.1294117647058823
ABI,45,1.4069767441860466
ABI,46,4.790697674418604
ABI,47,-4.172839506172839
ABI,48,-2.282051282051282
ABI,49,-0.4819277108433735
ABI,50,3.8850574712643677
ABI,51,17.470588235294116
ABI,52,13.592105263157896
ABQ,1,5.58843537414966
ABQ,2,-2.077433628318584
ABQ,3,-0.4759776536312849
ABQ,4,-3.0
ABQ,5,-7.553430821147357
ABQ,6,-0.044444444444444446
ABQ,7,0.6237623762376238
ABQ,8,11.932166301969366
ABQ,9,0.2580993520518359
ABQ,10,1.6780185758513932
ABQ,11,4.4361593462717055
ABQ,12,4.3893985728848115
ABQ,13,0.6057201225740552
ABQ,14,4.492276004119464
ABQ,15,3.0634441087613293
ABQ,16,2.1806256306760847
ABQ,17,-0.9301397205588823
ABQ,18,5.772455089820359
ABQ,19,3.9114785992217898
ABQ,20,4.174418604651163
ABQ,21,4.080118694362018
ABQ,22,7.444878048780488
ABQ,23,9.094972067039107
ABQ,24,5.575293056807935
ABQ,25,8.898181818181818
ABQ,26,5.142728093947606
ABQ,27,4.574363992172211
ABQ,28,7.370996441281139
ABQ,29,5.239928379588183
ABQ,30,7.874777975133215
ABQ,31,6.672382671480144
ABQ,32,5.991015274034142
ABQ,33,4.959749552772808
ABQ,34,7.113513513513514
ABQ,35,2.6026490066225167
ABQ,36,1.9149722735674677
ABQ,37,0.1564501372369625
ABQ,38,3.8541089566020315
ABQ,39,2.4400731930466604
ABQ,40,1.7289803220035778
ABQ,41,6.536888888888889
ABQ,42,1.6585804132973945
ABQ,43,7.3483043079743355
ABQ,44,1.9812623274161736
ABQ,45,0.41650485436893203
ABQ,46,1.8396946564885497
ABQ,47,-1.4662226450999047
ABQ,48,12.55168986083499
ABQ,49,1.9428868120456906
ABQ,50,-1.5036803364879074
ABQ,51,2.8403361344537816
ABQ,52,15.758349705304518
ABR,1,23.9
ABR,2,-6.857142857142857
ABR,3,10.5
ABR,4,-0.7916666666666666
ABR,5,25.11111111111111
ABR,6,0.2692307692307692
ABR,7,8.192307692307692
ABR,8,84.03703703703704
ABR,9,6.222222222222222
ABR,10,18.5
ABR,11,17.185185185185187
ABR,12,8.107142857142858
ABR,13,-12.071428571428571
ABR,14,36.17857142857143
ABR,15,1.0833333333333333
ABR,16,-10.535714285714286
ABR,17,-13.142857142857142
ABR,18,9.071428571428571
ABR,19,-3.6785714285714284
ABR,20,-0.17857142857142858
ABR,21,11.37037037037037
ABR,22,-9.25
ABR,23,2.4285714285714284
ABR,24,-5.071428571428571
ABR,25,-12.178571428571429
ABR,26,5.321428571428571
ABR,27,35.888888888888886
ABR,28,-2.9642857142857144
ABR,29,-1.6071428571428572
ABR,30,-7.107142857142857
ABR,31,-3.5357142857142856
ABR,32,-5.785714285714286
ABR,33,15.642857142857142
ABR,34,0.9642857142857143
ABR,35,-13.666666666666666
ABR,36,-1.75
ABR,37,0.4642857142857143
ABR,38,23.607142857142858
ABR,39,-12.88888888888889
ABR,40,-3.9285714285714284
ABR,41,33.25
ABR,42,-8.5625
ABR,43,-3.763157894736842
ABR,44,-7.705882352941177
ABR,45,6.323529411764706
ABR,46,-9.529411764705882
ABR,47,-9.4375
ABR,48,11.4
ABR,49,-6.724137931034483
ABR,50,80.81481481481481
ABR,51,37.464285714285715
ABR,52,78.84
ABY,1,17.545454545454547
ABY,2,10.153846153846153
ABY,3,1.8611111111111112
ABY,4,-4.6
ABY,5,-7.222222222222222
ABY,6,23.8
ABY,7,9.135135135135135
ABY,8,18.105263157894736
ABY,9,16.076923076923077
ABY,10,12.205128205128204
ABY,11,8.65
ABY,12,16.026315789473685
ABY,13,-0.475
ABY,14,4.3
ABY,15,10.567567567567568
ABY,16,8.675
ABY,17,-4.775
ABY,18,21.0
ABY,19,29.128205128205128
ABY,20,14.76923076923077
ABY,21,22.56756756756757
ABY,22,14.289473684210526
ABY,23,4.315789473684211
ABY,24,24.9
ABY,25,0.15384615384615385
ABY,26,11.487179487179487
ABY,27,33.111111111111114
ABY,28,5.384615384615385
ABY,29,30.153846153846153
ABY,30,15.275
ABY,31,71.55882352941177
ABY,32,5.605263157894737
ABY,33,2.95
ABY,34,5.128205128205129
ABY,35,2.3684210526315788
ABY,36,4.2
ABY,37,-7.538461538461538
ABY,38,5.75
ABY,39,11.175
ABY,40,2.475
ABY,41,33.18421052631579
ABY,42,16.675
ABY,43,5.875
ABY,44,2.0526315789473686
ABY,45,16.65
ABY,46,0.3333333333333333
ABY,47,-4.743589743589744
ABY,48,-3.736842105263158
ABY,49,4.6
ABY,50,8.475
ABY,51,-13.026315789473685
ABY,52,12.285714285714286
ACK,18,13.25
ACK,19,43.5
ACK,20,3.05
ACK,21,7.264705882352941
ACK,22,23.285714285714285
ACK,23,13.244444444444444
ACK,24,-0.9879518072289156
ACK,25,34.970588235294116
ACK,26,17.343373493975903
ACK,27,31.581151832460733
ACK,28,20.07262569832402
ACK,29,21.850574712643677
ACK,30,44.55813953488372
ACK,31,35.60989010989011
ACK,32,40.10614525139665
ACK,33,36.850828729281766
ACK,34,9.190217391304348
ACK,35,8.570621468926554
ACK,36,32.207207207207205
ACK,37,11.745762711864407
ACK,38,-2.857142857142857
ACK,39,-9.487179487179487
ACK,40,-3.888888888888889
ACK,41,29.05263157894737
ACK,42,93.92307692307692
ACK,43,0.5
ACT,1,12.508771929824562
ACT,2,14.36734693877551
ACT,3,-9.042553191489361
ACT,4,-7.7254901960784315
ACT,5,-8.352941176470589
ACT,6,0.13725490196078433
ACT,7,2.25
ACT,8,9.03921568627451
ACT,9,4.173076923076923
ACT,10,0.9811320754716981
ACT,11,-1.8431372549019607
ACT,12,-1.1851851851851851
ACT,13,-2.7884615384615383
ACT,14,7.639344262295082
ACT,15,-5.461538461538462
ACT,16,4.36231884057971
ACT,17,7.385714285714286
ACT,18,10.317460317460318
ACT,19,7.771428571428571
ACT,20,-0.44285714285714284
ACT,21,0.5774647887323944
ACT,22,3.791044776119403
ACT,23,8.583333333333334
ACT,24,-5.171428571428572
ACT,25,3.7777777777777777
ACT,26,9.72972972972973
ACT,27,2.819672131147541
ACT,28,6.75
ACT,29,13.535211267605634
ACT,30,-2.9594594594594597
ACT,31,13.506666666666666
ACT,32,2.5733333333333333
ACT,33,9.01388888888889
ACT,34,-0.3384615384615385
ACT,35,-1.4603174603174602
ACT,36,-3.161290322580645
ACT,37,-1.3692307692307693
ACT,38,-2.238095238095238
ACT,39,-4.09375
ACT,40,-1.6615384615384616
ACT,41,14.918032786885245
ACT,42,5.384615384615385
ACT,43,7.746031746031746
ACT,44,3.359375
ACT,45,7.045454545454546
ACT,46,-2.109375
ACT,47,-2.7246376811594204
ACT,48,-4.173913043478261
ACT,49,2.8970588235294117
ACT,50,3.4
ACT,51,21.285714285714285
ACT,52,5.617021276595745
ACV,1,18.87142857142857
ACV,2,43.958333333333336
ACV,3,30.652173913043477
ACV,4,2.630434782608696
ACV,5,0.5365853658536586
ACV,6,17.75
ACV,7,-1.8222222222222222
ACV,8,9.306122448979592
ACV,9,16.88372093023256
ACV,10,24.612244897959183
ACV,11,36.17391304347826
ACV,12,19.761904761904763
ACV,13,41.265306122448976
ACV,14,-4.155555555555556
ACV,15,21.666666666666668
ACV,16,-2.836734693877551
ACV,17,1.2857142857142858
ACV,18,-1.8979591836734695
ACV,19,10.391304347826088
ACV,20,28.152173913043477
ACV,21,6.9375
ACV,22,-4.0
ACV,23,8.074626865671641
ACV,24,17.71794871794872
ACV,25,12.428571428571429
ACV,26,12.426666666666666
ACV,27,-1.9558823529411764
ACV,28,19.628205128205128
ACV,29,21.743243243243242
ACV,30,51.70967741935484
ACV,31,7.538461538461538
ACV,32,4.0602409638554215
ACV,33,11.904761904761905
ACV,34,20.55421686746988
ACV,35,16.83529411764706
ACV,36,3.6056338028169015
ACV,37,9.0
ACV,38,29.81159420289855
ACV,39,46.11764705882353
ACV,40,-3.9324324324324325
ACV,41,6.12987012987013
ACV,42,18.858974358974358
ACV,43,23.25974025974026
ACV,44,-2.108433734939759
ACV,45,15.636363636363637
ACV,46,31.97142857142857
ACV,47,16.657894736842106
ACV,48,26.6231884057971
ACV,49,33.30487804878049
ACV,50,15.69620253164557
ACV,51,45.901234567901234
ACV,52,25.21951219512195
ACY,1,0.6293706293706294
ACY,2,-5.228571428571429
ACY,3,-12.985294117647058
ACY,4,-6.867647058823529
ACY,5,2.8970588235294117
ACY,6,-7.140740740740741
ACY,7,-5.036764705882353
ACY,8,-1.8428571428571427
ACY,9,-6.25984251968504
ACY,10,3.342857142857143
ACY,11,-3.9784172661870505
ACY,12,5.079710144927536
ACY,13,-10.521428571428572
ACY,14,3.064748201438849
ACY,15,7.8076923076923075
ACY,16,9.55
ACY,17,0.6850393700787402
ACY,18,-1.4754098360655739
ACY,19,3.8173913043478263
ACY,20,5.345132743362832
ACY,21,8.852173913043478
ACY,22,-5.5
ACY,23,2.3660714285714284
ACY,24,4.146551724137931
ACY,25,4.723214285714286
ACY,26,10.592592592592593
ACY,27,8.541284403669724
ACY,28,-2.0277777777777777
ACY,29,12.898148148148149
ACY,30,25.22222222222222
ACY,31,9.55045871559633
ACY,32,10.275229357798166
ACY,33,34.25961538461539
ACY,34,5.25
ACY,35,6.377358490566038
ACY,36,-0.40384615384615385
ACY,37,-7.144230769230769
ACY,38,-2.7383177570093458
ACY,39,-11.523364485981308
ACY,40,-11.69158878504673
ACY,41,-2.6923076923076925
ACY,42,-1.0377358490566038
ACY,43,-7.4672897196261685
ACY,44,-0.8679245283018868
ACY,45,-0.6460176991150443
ACY,46,19.390625
ACY,47,-10.857142857142858
ACY,48,-7.838235294117647
ACY,49,-11.16793893129771
ACY,50,-3.953846153846154
ACY,51,-0.6641221374045801
ACY,52,5.423357664233577
ADK,1,-1.6666666666666667
ADK,2,-13.0
ADK,3,-4.0
ADK,4,-17.5
ADK,5,-0.25
ADK,6,-14.75
ADK,7,-13.666666666666666
ADK,8,6.5
ADK,9,9.5
ADK,10,44.666666666666664
ADK,11,14.75
ADK,12,62.5
ADK,13,-23.25
ADK,14,-11.75
ADK,15,-3.75
ADK,16,-8.5
ADK,17,-8.5
ADK,18,-26.5
ADK,19,-26.5
ADK,20,-19.25
ADK,21,-34.75
ADK,22,-33.75
ADK,23,2.75
ADK,24,-11.0
ADK,25,-37.0
ADK,26,21.5
ADK,27,-7.75
ADK,28,10.0
ADK,29,36.75
ADK,30,35.0
ADK,31,53.5
ADK,32,27.75
ADK,33,0.75
ADK,34,20.0
ADK,35,-8.0
ADK,36,1.75
ADK,37,10.25
ADK,38,9.75
ADK,39,5.0
ADK,40,21.666666666666668
ADK,41,36.0
ADK,42,22.25
ADK,43,20.75
ADK,44,11.5
ADK,45,30.75
ADK,46,13.5
ADK,47,8.5
ADK,48,13.0
ADK,49,-5.75
ADK,50,8.25
ADK,51,49.0
ADK,52,5.75
ADQ,1,-1.6538461538461537
ADQ,2,-3.75
ADQ,3,-9.347826086956522
ADQ,4,4.2272727272727275
ADQ,5,0.5454545454545454
ADQ,6,-12.25
ADQ,7,-10.727272727272727
ADQ,8,-8.916666666666666
ADQ,9,-12.043478260869565
ADQ,10,-9.434782608695652
ADQ,11,-3.4166666666666665
ADQ,12,6.916666666666667
ADQ,13,-11.375
ADQ,14,-6.0
ADQ,15,-10.916666666666666
ADQ,16,-3.739130434782609
ADQ,17,-4.173913043478261
ADQ,18,-9.48
ADQ,19,-1.5416666666666667
ADQ,20,-6.68
ADQ,21,-3.1153846153846154
ADQ,22,-3.730769230769231
ADQ,23,-6.6923076923076925
ADQ,24,1.7307692307692308
ADQ,25,-3.4
ADQ,26,-2.5833333333333335
ADQ,27,-0.6666666666666666
ADQ,28,0.12
ADQ,29,-0.5384615384615384
ADQ,30,5.6
ADQ,31,-3.24
ADQ,32,-4.615384615384615
ADQ,33,19.76923076923077
ADQ,34,2.6153846153846154
ADQ,35,6.208333333333333
ADQ,36,-6.833333333333333
ADQ,37,0.8695652173913043
ADQ,38,-2.4583333333333335
ADQ,39,-3.652173913043478
ADQ,40,-5.173913043478261
ADQ,41,-3.5714285714285716
ADQ,42,2.4583333333333335
ADQ,43,1.4761904761904763
ADQ,44,4.826086956521739
ADQ,45,0.0
ADQ,46,5.478260869565218
ADQ,47,-2.3181818181818183
ADQ,48,-2.4545454545454546
ADQ,49,-3.4761904761904763
ADQ,50,18.0
ADQ,51,17.782608695652176
ADQ,52,0.6666666666666666
AEX,1,0.5806451612903226
AEX,2,0.48695652173913045
AEX,3,2.1454545454545455
AEX,4,-1.588235294117647
AEX,5,-9.0
AEX,6,-1.5726495726495726
AEX,7,-0.5254237288135594
AEX,8,31.23015873015873
AEX,9,-0.5196850393700787
AEX,10,1.9323308270676691
AEX,11,1.2366412213740459
AEX,12,-2.7
AEX,13,19.393700787401574
AEX,14,10.763779527559056
AEX,15,2.742424242424242
AEX,16,-0.2890625
AEX,17,-4.977443609022556
AEX,18,3.8931297709923665
AEX,19,5.325396825396825
AEX,20,9.609375
AEX,21,10.147286821705427
AEX,22,4.353383458646617
AEX,23,8.373015873015873
AEX,24,28.804878048780488
AEX,25,11.873015873015873
AEX,26,20.472
AEX,27,2.876190476190476
AEX,28,-0.10569105691056911
AEX,29,5.039370078740157
AEX,30,-4.325581395348837
AEX,31,8.531746031746032
AEX,32,4.05511811023622
AEX,33,6.110236220472441
AEX,34,-0.6666666666666666
AEX,35,-4.169491525423729
AEX,36,-2.495798319327731
AEX,37,6.2164179104477615
AEX,38,9.0078125
AEX,39,-0.917910447761194
AEX,40,-4.770370370370371
AEX,41,8.371212121212121
AEX,42,5.330882352941177
AEX,43,6.33587786259542
AEX,44,2.4873949579831933
AEX,45,8.458015267175572
AEX,46,3.7969924812030076
AEX,47,5.827868852459017
AEX,48,-1.0952380952380953
AEX,49,3.9776119402985075
AEX,50,1.0150375939849625
AEX,51,7.309523809523809
AEX,52,14.509615384615385
AGS,1,0.8811881188118812
AGS,2,8.135593220338983
AGS,3,17.532544378698226
AGS,4,7.792134831460674
AGS,5,-1.1627906976744187
AGS,6,22.935294117647057
AGS,7,6.4525139664804465
AGS,8,14.481675392670157
AGS,9,6.512820512820513
AGS,10,6.8798076923076925
AGS,11,6.273170731707317
AGS,12,4.169082125603865
AGS,13,2.9665071770334928
AGS,14,9.249027237354085
AGS,15,24.855072463768117
AGS,16,4.014354066985646
AGS,17,0.17766497461928935
AGS,18,4.1138613861386135
AGS,19,2.701492537313433
AGS,20,5.839805825242719
AGS,21,2.6682926829268294
AGS,22,12.777777777777779
AGS,23,10.704081632653061
AGS,24,20.29100529100529
AGS,25,18.0
AGS,26,14.596938775510203
AGS,27,5.017857142857143
AGS,28,6.969849246231155
AGS,29,20.393939393939394
AGS,30,11.386934673366834
AGS,31,24.801020408163264
AGS,32,18.57788944723618
AGS,33,2.195
AGS,34,4.84
AGS,35,-0.9790575916230366
AGS,36,-3.708791208791209
AGS,37,-3.2756756756756755
AGS,38,-1.1928934010152283
AGS,39,5.412371134020619
AGS,40,-1.816326530612245
AGS,41,4.668449197860962
AGS,42,6.385786802030457
AGS,43,5.7643979057591626
AGS,44,5.876470588235295
AGS,45,5.345549738219895
AGS,46,8.666666666666666
AGS,47,-0.6458333333333334
AGS,48,-0.42245989304812837
AGS,49,-6.696132596685083
AGS,50,-3.4972375690607733
AGS,51,9.452631578947368
AGS,52,5.361581920903955
AKN,22,-19.0
AKN,23,-10.0
AKN,24,-1.0
AKN,25,-11.714285714285714
AKN,26,-10.142857142857142
AKN,27,-6.071428571428571
AKN,28,-1.3571428571428572
AKN,29,3.5
AKN,30,14.071428571428571
AKN,31,18.923076923076923
AKN,32,-9.0
ALB,1,5.3122171945701355
ALB,2,-0.7035775127768313
ALB,3,4.864864864864865
ALB,4,8.827882960413081
ALB,5,7.580985915492958
ALB,6,8.58319039451115
ALB,7,3.151877133105802
ALB,8,8.68370607028754
ALB,9,11.548281505728314
ALB,10,4.770061728395062
ALB,11,-0.5749636098981077
ALB,12,-0.8942731277533039
ALB,13,-2.543539325842697
ALB,14,8.219546742209632
ALB,15,5.784546805349183
ALB,16,5.912592592592593
ALB,17,-4.339677891654466
ALB,18,-0.22287390029325513
ALB,19,2.014556040756914
ALB,20,4.710487444608567
ALB,21,1.7072072072072073
ALB,22,4.362275449101796
ALB,23,3.301470588235294
ALB,24,2.2688330871491877
ALB,25,8.449925261584454
ALB,26,7.014836795252226
ALB,27,6.515702479338843
ALB,28,1.9284649776453056
ALB,29,17.354642313546425
ALB,30,8.069018404907975
ALB,31,12.425339366515837
ALB,32,15.559451219512194
ALB,33,13.245801526717557
ALB,34,1.5153846153846153
ALB,35,-0.6693037974683544
ALB,36,0.5571895424836601
ALB,37,-0.9555555555555556
ALB,38,-5.354330708661418
ALB,39,6.591346153846154
ALB,40,1.9212121212121211
ALB,41,0.42857142857142855
ALB,42,2.461194029850746
ALB,43,-0.6326836581709145
ALB,44,0.3629283489096573
ALB,45,4.970588235294118
ALB,46,11.227963525835866
ALB,47,2.7853881278538815
ALB,48,7.61637239165329
ALB,49,6.404605263157895
ALB,50,2.7503852080123266
ALB,51,9.427018633540373
ALB,52,-2.9579967689822295
ALO,1,39.724137931034484
ALO,2,-1.75
ALO,3,6.086956521739131
ALO,4,20.25
ALO,5,26.470588235294116
ALO,6,15.61111111111111
ALO,7,18.166666666666668
ALO,8,12.916666666666666
ALO,9,5.384615384615385
ALO,10,3.4814814814814814
ALO,11,-6.28
ALO,12,1.0740740740740742
ALO,13,-4.2592592592592595
ALO,14,10.88888888888889
ALO,15,8.884615384615385
ALO,16,30.25925925925926
ALO,17,-13.26923076923077
ALO,18,-2.730769230769231
ALO,19,3.4814814814814814
ALO,20,19.03846153846154
ALO,21,2.962962962962963
ALO,22,13.11111111111111
ALO,23,27.153846153846153
ALO,24,4.730769230769231
ALO,25,11.291666666666666
ALO,26,28.291666666666668
ALO,27,3.8260869565217392
ALO,28,0.7037037037037037
ALO,29,31.615384615384617
ALO,30,2.185185185185185
ALO,31,-3.269230769230769
ALO,32,1.7407407407407407
ALO,33,5.44
ALO,34,-2.2
ALO,35,7.576923076923077
ALO,36,1.76
ALO,37,21.76923076923077
ALO,38,16.23076923076923
ALO,39,-3.7916666666666665
ALO,40,2.923076923076923
ALO,41,15.807692307692308
ALO,42,-6.1923076923076925
ALO,43,-1.1153846153846154
ALO,44,3.3076923076923075
ALO,45,-1.28
ALO,46,31.958333333333332
ALO,47,-6.6923076923076925
ALO,48,17.08695652173913
ALO,49,5.269230769230769
ALO,50,12.076923076923077
ALO,51,10.851851851851851
ALO,52,14.37037037037037
ALW,1,5.4
ALW,2,1.2307692307692308
ALW,3,-3.757575757575758
ALW,4,-1.96875
ALW,5,-0.2413793103448276
ALW,6,13.935483870967742
ALW,7,2.185185185185185
ALW,8,4.40625
ALW,9,-0.7096774193548387
ALW,10,1.7666666666666666
ALW,11,-3.5277777777777777
ALW,12,-2.2857142857142856
ALW,13,0.6666666666666666
ALW,14,5.457142857142857
ALW,15,17.114285714285714
ALW,16,0.4
ALW,17,-2.9444444444444446
ALW,18,-2.0
ALW,19,-1.3055555555555556
ALW,20,11.36111111111111
ALW,21,-4.0
ALW,22,1.7714285714285714
ALW,23,4.944444444444445
ALW,24,8.75
ALW,25,5.6571428571428575
ALW,26,-0.1111111111111111
ALW,27,6.428571428571429
ALW,28,5.194444444444445
ALW,29,0.6111111111111112
ALW,30,-0.3333333333333333
ALW,31,8.529411764705882
ALW,32,14.971428571428572
ALW,33,27.114285714285714
ALW,34,11.628571428571428
ALW,35,3.4838709677419355
ALW,36,-1.34375
ALW,37,10.4375
ALW,38,1.21875
ALW,39,7.258064516129032
ALW,40,-1.4375
ALW,41,5.875
ALW,42,13.03125
ALW,43,10.838709677419354
ALW,44,-0.9375
ALW,45,2.0555555555555554
ALW,46,15.3125
ALW,47,10.4
ALW,48,5.176470588235294
ALW,49,7.935483870967742
ALW,50,14.485714285714286
ALW,51,29.305555555555557
ALW,52,12.472222222222221
AMA,1,3.8945147679324896
AMA,2,-0.43902439024390244
AMA,3,-0.825
AMA,4,-5.105769230769231
AMA,5,-4.087378640776699
AMA,6,-0.5902439024390244
AMA,7,7.4487804878048784
AMA,8,17.97596153846154
AMA,9,10.137440758293838
AMA,10,3.8944954128440368
AMA,11,3.8743718592964824
AMA,12,-6.587155963302752
AMA,13,-2.4764150943396226
AMA,14,4.709090909090909
AMA,15,3.7857142857142856
AMA,16,5.762331838565022
AMA,17,-4.458515283842795
AMA,18,10.642857142857142
AMA,19,12.76086956521739
AMA,20,1.4170212765957446
AMA,21,3.34375
AMA,22,4.0174672489082965
AMA,23,10.38695652173913
AMA,24,5.131004366812227
AMA,25,13.81578947368421
AMA,26,0.6510638297872341
AMA,27,6.429951690821256
AMA,28,5.837719298245614
AMA,29,3.6244725738396624
AMA,30,5.0508474576271185
AMA,31,7.506437768240343
AMA,32,5.8940677966101696
AMA,33,12.339055793991417
AMA,34,-4.182978723404255
AMA,35,4.34375
AMA,36,7.234782608695652
AMA,37,-2.0472103004291844
AMA,38,9.299559471365638
AMA,39,4.708860759493671
AMA,40,0.5084745762711864
AMA,41,21.65625
AMA,42,1.5194805194805194
AMA,43,12.99090909090909
AMA,44,14.131818181818181
AMA,45,7.733905579399142
AMA,46,4.969957081545064
AMA,47,-1.7835497835497836
AMA,48,12.427272727272728
AMA,49,-0.9866071428571429
AMA,50,3.110091743119266
AMA,51,12.064516129032258
AMA,52,25.831521739130434
ANC,1,-0.030848329048843187
ANC,2,-1.7238689547581902
ANC,3,-6.723856209150327
ANC,4,-12.627749576988156
ANC,5,-9.441471571906355
ANC,6,-0.3162393162393162
ANC,7,-4.855462184873949
ANC,8,-1.9144295302013423
ANC,9,-3.270935960591133
ANC,10,-1.8760195758564437
ANC,11,-1.0434782608695652
ANC,12,-2.6315789473684212
ANC,13,-7.406201550387597
ANC,14,-7.552099533437014
ANC,15,-6.436220472440945
ANC,16,-5.656200941915228
ANC,17,-4.651898734177215
ANC,18,-7.421216848673947
ANC,19,-4.388571428571429
ANC,20,2.6
ANC,21,-0.5033377837116155
ANC,22,-1.9255583126550868
ANC,23,-3.992723492723493
ANC,24,-6.002918287937743
ANC,25,-3.541747572815534
ANC,26,-1.6736842105263159
ANC,27,-7.25790987535954
ANC,28,-2.497639282341832
ANC,29,-1.7471590909090908
ANC,30,-0.08625592417061612
ANC,31,2.3888363292336803
ANC,32,1.5859750240153698
ANC,33,-6.653021442495127
ANC,34,-0.6802860061287027
ANC,35,-3.602052451539339
ANC,36,1.2308626974483596
ANC,37,-2.639281129653402
ANC,38,-4.560544217687075
ANC,39,-5.164804469273743
ANC,40,-3.7606060606060607
ANC,41,-4.960191082802548
ANC,42,-3.4967637540453076
ANC,43,0.8557213930348259
ANC,44,-6.6985172981878085
ANC,45,-7.776649746192893
ANC,46,-4.693679092382496
ANC,47,-2.5960591133004924
ANC,48,3.8217317487266556
ANC,49,-5.429765886287625
ANC,50,1.8532883642495783
ANC,51,3.9239130434782608
ANC,52,-2.8143525741029642
APN,1,15.384615384615385
APN,2,41.04761904761905
APN,3,26.375
APN,4,2.4705882352941178
APN,5,41.63636363636363
APN,6,89.53333333333333
APN,7,53.45
APN,8,25.954545454545453
APN,9,15.545454545454545
APN,10,13.318181818181818
APN,11,2.4583333333333335
APN,12,8.083333333333334
APN,13,4.333333333333333
APN,14,0.3333333333333333
APN,15,2.3684210526315788
APN,16,12.136363636363637
APN,17,-13.666666666666666
APN,18,2.125
APN,19,-2.9166666666666665
APN,20,0.21739130434782608
APN,21,18.26086956521739
APN,22,4.458333333333333
APN,23,-3.375
APN,24,-6.125
APN,25,-8.333333333333334
APN,26,7.375
APN,27,-1.173913043478261
APN,28,13.333333333333334
APN,29,10.5
APN,30,1.9583333333333333
APN,31,7.304347826086956
APN,32,0.782608695652174
APN,33,17.416666666666668
APN,34,-1.6666666666666667
APN,35,4.041666666666667
APN,36,-10.0
APN,37,2.0
APN,38,-4.625
APN,39,-7.708333333333333
APN,40,-9.291666666666666
APN,41,-9.958333333333334
APN,42,-3.7083333333333335
APN,43,1.7916666666666667
APN,44,4.833333333333333
APN,45,39.625
APN,46,11.181818181818182
APN,47,9.26086956521739
APN,48,-10.761904761904763
APN,49,45.208333333333336
APN,50,72.6086956521739
APN,51,15.869565217391305
APN,52,5.791666666666667
ART,1,25.48
ART,2,-0.7272727272727273
ART,3,3.8095238095238093
ART,4,15.238095238095237
ART,5,2.7222222222222223
ART,6,23.0
ART,7,-11.625
ART,8,25.043478260869566
ART,9,63.55
ART,10,40.54545454545455
ART,11,-11.04
ART,12,-13.826086956521738
ART,13,-15.037037037037036
ART,14,-1.5
ART,15,-1.0869565217391304
ART,16,7.125
ART,17,-4.6923076923076925
ART,18,-19.296296296296298
ART,19,-20.52
ART,20,12.4
ART,21,-20.416666666666668
ART,22,2.769230769230769
ART,23,-16.11111111111111
ART,24,-5.333333333333333
ART,25,1.8214285714285714
ART,26,-13.0
ART,27,-5.884615384615385
